Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A14,30,critical account,radio/television,5771,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,2,car or other,25,,Own,2,skilled employee,1,,Yes,1
A14,12,delay in paying off in the past,repairs,1555,. >= 1000 DM, >= 7 years,4,male : single,,4,no property,55,,For Free,2,skilled employee,2,,Yes,2
A11,24,existing credits paid back duly till now,Car Used,1285,Unknown,4 <= ... < 7 years,4,female : divorced/separated/married,,4,no property,32,,Rent,1,skilled employee,1,,Yes,2
A13,6,critical account,Car Used,1299,< 100 DM,1 <= ... < 4 years,1,male : single,,1,real estate,74,,Own,3,unemployed,2,,No,1
A13,15,critical account,radio/television,1271,Unknown,1 <= ... < 4 years,3,male : single,,4,no property,39,,For Free,2,skilled employee,1,registered under the customers name,Yes,2
A14,24,existing credits paid back duly till now,Car Used,1393,< 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,31,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,12,critical account,Car Used,691,< 100 DM, >= 7 years,4,male : single,,3,building society savings agreement/ life insurance,35,,Own,2,skilled employee,1,,Yes,2
A14,15,critical account,Car Used,5045,Unknown, >= 7 years,1,female : divorced/separated/married,,4,car or other,59,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,18,critical account,furniture/equipment,2124,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,real estate,24,,Rent,2,skilled employee,1,,Yes,2
A11,12,existing credits paid back duly till now,radio/television,2214,< 100 DM,1 <= ... < 4 years,4,male : single,,3,building society savings agreement/ life insurance,24,,Own,1,unskilled - resident,1,,Yes,1
A14,21,critical account,Car Used,12680,Unknown, >= 7 years,4,male : single,,4,no property,30,,For Free,1,management,1,registered under the customers name,Yes,2
A14,24,critical account,Car Used,2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,,3,building society savings agreement/ life insurance,27,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,radio/television,1155,< 100 DM, >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,Bank,Own,2,unskilled - resident,1,,Yes,1
A11,30,existing credits paid back duly till now,furniture/equipment,3108,< 100 DM,< 1 year,2,male : divorced/separated,,4,building society savings agreement/ life insurance,31,,Own,1,unskilled - resident,1,,Yes,2
A14,10,existing credits paid back duly till now,Car New,2901,Unknown,< 1 year,1,female : divorced/separated/married,,4,real estate,31,,Rent,1,skilled employee,1,,Yes,1
A12,12,critical account,furniture/equipment,3617,< 100 DM, >= 7 years,1,male : single,,4,car or other,28,,Rent,3,skilled employee,1,registered under the customers name,Yes,1
A14,12,critical account,radio/television,1655,< 100 DM, >= 7 years,2,male : single,,4,real estate,63,,Own,2,unskilled - resident,1,registered under the customers name,Yes,1
A11,24,existing credits paid back duly till now,Car New,2812,Unknown, >= 7 years,2,female : divorced/separated/married,,4,real estate,26,,Rent,1,skilled employee,1,,Yes,1
A11,36,critical account,education,8065,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,2,no property,25,,Own,2,management,1,registered under the customers name,Yes,2
A14,21,critical account,Car New,3275,< 100 DM, >= 7 years,1,male : single,,4,car or other,36,,Own,1,management,1,registered under the customers name,Yes,1
A14,24,critical account,radio/television,2223,100 <= ... < 500 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,52,Bank,Own,2,skilled employee,1,,Yes,1
A13,12,critical account,Car Used,1480,500 <= ... < 1000 DM,unemployed,2,male : single,,4,no property,66,Bank,For Free,3,unemployed,1,,Yes,1
A11,24,existing credits paid back duly till now,Car Used,1371,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,4,real estate,25,,Rent,1,skilled employee,1,,Yes,2
A14,36,critical account,Car Used,3535,< 100 DM,4 <= ... < 7 years,4,male : single,,4,car or other,37,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,18,existing credits paid back duly till now,radio/television,3509,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,25,,Own,1,skilled employee,1,,Yes,1
A14,36,critical account,Car New,5711,. >= 1000 DM, >= 7 years,4,male : single,,2,car or other,38,,Own,2,management,1,registered under the customers name,Yes,1
A12,18,existing credits paid back duly till now,repairs,3872,< 100 DM,unemployed,2,female : divorced/separated/married,,4,car or other,67,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,39,critical account,radio/television,4933,< 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,,Own,2,skilled employee,1,,Yes,2
A14,24,critical account,Car Used,1940,. >= 1000 DM, >= 7 years,4,male : single,,4,real estate,60,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,12,no credits taken/ all credits paid back duly,retraining,1410,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,31,,Own,1,unskilled - resident,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,Car Used,836,100 <= ... < 500 DM,< 1 year,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,23,Bank,Own,1,unskilled - resident,1,,Yes,2
A12,20,existing credits paid back duly till now,Car New,6468,Unknown,unemployed,1,male : divorced/separated,,4,real estate,60,,Own,1,management,1,registered under the customers name,Yes,1
A12,18,existing credits paid back duly till now,business,1941,. >= 1000 DM,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,35,,Own,1,unskilled - resident,1,registered under the customers name,Yes,1
A14,22,existing credits paid back duly till now,radio/television,2675,500 <= ... < 1000 DM, >= 7 years,3,male : single,,4,car or other,40,,Own,1,skilled employee,1,,Yes,1
A14,48,critical account,Car New,2751,Unknown, >= 7 years,4,male : single,,3,car or other,38,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A12,48,delay in paying off in the past,education,6224,< 100 DM, >= 7 years,4,male : single,,4,no property,50,,For Free,1,skilled employee,1,,Yes,2
A11,40,critical account,education,5998,< 100 DM,1 <= ... < 4 years,4,male : single,,3,no property,27,Bank,Own,1,skilled employee,1,registered under the customers name,Yes,2
A12,21,existing credits paid back duly till now,business,1188,< 100 DM, >= 7 years,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,39,,Own,1,skilled employee,2,,Yes,2
A14,24,existing credits paid back duly till now,Car New,6313,Unknown, >= 7 years,3,male : single,,4,car or other,41,,Own,1,management,2,registered under the customers name,Yes,1
A14,6,critical account,furniture/equipment,1221,Unknown,1 <= ... < 4 years,1,male : married/widowed,,2,building society savings agreement/ life insurance,27,,Own,2,skilled employee,1,,Yes,1
A13,24,existing credits paid back duly till now,furniture/equipment,2892,< 100 DM, >= 7 years,3,male : divorced/separated,,4,no property,51,,For Free,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,furniture/equipment,3062,500 <= ... < 1000 DM, >= 7 years,4,male : single,,3,no property,32,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A14,9,existing credits paid back duly till now,furniture/equipment,2301,100 <= ... < 500 DM,< 1 year,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,22,,Rent,1,skilled employee,1,,Yes,1
A11,18,existing credits paid back duly till now,Car New,7511,Unknown, >= 7 years,1,male : single,,4,building society savings agreement/ life insurance,51,,For Free,1,skilled employee,2,registered under the customers name,Yes,2
A14,12,critical account,furniture/equipment,1258,< 100 DM,< 1 year,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,22,,Rent,2,unskilled - resident,1,,Yes,1
A14,24,delay in paying off in the past,Car Used,717,Unknown, >= 7 years,4,male : married/widowed,,4,car or other,54,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,9,existing credits paid back duly till now,Car Used,1549,Unknown,< 1 year,4,male : single,,2,real estate,35,,Own,1,unemployed,1,,Yes,1
A14,24,critical account,education,1597,< 100 DM, >= 7 years,4,male : single,,4,no property,54,,For Free,2,skilled employee,2,,Yes,1
A12,18,critical account,radio/television,1795,< 100 DM, >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,Bank,Rent,2,unskilled - resident,1,registered under the customers name,Yes,1
A11,20,critical account,furniture/equipment,4272,< 100 DM, >= 7 years,1,female : divorced/separated/married,,4,building society savings agreement/ life insurance,24,,Own,2,skilled employee,1,,Yes,1
A14,12,critical account,radio/television,976,Unknown, >= 7 years,4,male : single,,4,car or other,35,,Own,2,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,Car Used,7472,Unknown,unemployed,1,female : divorced/separated/married,,2,real estate,24,,Rent,1,unemployed,1,,Yes,1
A11,36,existing credits paid back duly till now,Car Used,9271,< 100 DM,4 <= ... < 7 years,2,male : single,,1,car or other,24,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A12,6,existing credits paid back duly till now,radio/television,590,< 100 DM,< 1 year,3,male : married/widowed,,3,real estate,26,,Own,1,unskilled - resident,1,,No,1
A14,12,critical account,radio/television,930,Unknown, >= 7 years,4,male : single,,4,real estate,65,,Own,4,skilled employee,1,,Yes,1
A12,42,all credits at this bank paid back duly,Car New,9283,< 100 DM,unemployed,1,male : single,,2,no property,55,Bank,For Free,1,management,1,registered under the customers name,Yes,1
A12,15,no credits taken/ all credits paid back duly,Car Used,1778,< 100 DM,< 1 year,2,female : divorced/separated/married,,1,real estate,26,,Rent,2,unemployed,1,,Yes,2
A12,8,existing credits paid back duly till now,business,907,< 100 DM,< 1 year,3,male : married/widowed,,2,real estate,26,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,6,existing credits paid back duly till now,radio/television,484,< 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,Bank,Own,1,unskilled - resident,1,,Yes,1
A11,36,critical account,Car New,9629,< 100 DM,4 <= ... < 7 years,4,male : single,,4,car or other,24,,Own,2,skilled employee,1,registered under the customers name,Yes,2
A11,48,existing credits paid back duly till now,domestic appliances,3051,< 100 DM,1 <= ... < 4 years,3,male : single,,4,car or other,54,,Own,1,skilled employee,1,,Yes,2
A11,48,existing credits paid back duly till now,Car Used,3931,< 100 DM,4 <= ... < 7 years,4,male : single,,4,no property,46,,For Free,1,skilled employee,2,,Yes,2
A12,36,delay in paying off in the past,Car Used,7432,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,2,building society savings agreement/ life insurance,54,,Rent,1,skilled employee,1,,Yes,1
A14,6,existing credits paid back duly till now,domestic appliances,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,,4,real estate,62,,Own,1,skilled employee,1,,Yes,1
A14,6,critical account,radio/television,1554,< 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,,2,car or other,24,,Rent,2,skilled employee,1,registered under the customers name,Yes,1
A11,36,existing credits paid back duly till now,Car New0,15857,< 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,,Own,1,management,1,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,1345,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,3,real estate,26,Bank,Own,1,skilled employee,1,,Yes,2
A14,12,existing credits paid back duly till now,Car Used,1101,< 100 DM,1 <= ... < 4 years,3,male : married/widowed,,2,real estate,27,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A13,12,existing credits paid back duly till now,radio/television,3016,< 100 DM,1 <= ... < 4 years,3,male : married/widowed,,1,car or other,24,,Own,1,skilled employee,1,,Yes,1
A11,36,existing credits paid back duly till now,furniture/equipment,2712,< 100 DM, >= 7 years,2,male : single,,2,building society savings agreement/ life insurance,41,Bank,Own,1,skilled employee,2,,Yes,2
A11,8,critical account,Car Used,731,< 100 DM, >= 7 years,4,male : single,,4,real estate,47,,Own,2,unskilled - resident,1,,Yes,1
A14,18,critical account,furniture/equipment,3780,< 100 DM,< 1 year,3,male : divorced/separated,,2,car or other,35,,Own,2,management,1,registered under the customers name,Yes,1
A11,21,critical account,Car Used,1602,< 100 DM, >= 7 years,4,male : married/widowed,,3,car or other,30,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,18,critical account,Car Used,3966,< 100 DM, >= 7 years,1,female : divorced/separated/married,,4,real estate,33,Bank,Rent,3,skilled employee,1,registered under the customers name,Yes,2
A14,18,no credits taken/ all credits paid back duly,business,4165,< 100 DM,1 <= ... < 4 years,2,male : single,,2,car or other,36,Stores,Own,2,skilled employee,2,,Yes,2
A11,36,existing credits paid back duly till now,Car New,8335,Unknown, >= 7 years,3,male : single,,4,no property,47,,For Free,1,skilled employee,1,,Yes,2
A12,48,delay in paying off in the past,business,6681,Unknown,1 <= ... < 4 years,4,male : single,,4,no property,38,,For Free,1,skilled employee,2,registered under the customers name,Yes,1
A14,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,2,car or other,44,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A11,18,existing credits paid back duly till now,Car Used,1216,< 100 DM,< 1 year,4,female : divorced/separated/married,,3,car or other,23,,Rent,1,skilled employee,1,registered under the customers name,Yes,2
A11,45,no credits taken/ all credits paid back duly,business,11816,< 100 DM, >= 7 years,2,male : single,,4,car or other,29,,Rent,2,skilled employee,1,,Yes,2
A12,24,existing credits paid back duly till now,radio/television,5084,Unknown, >= 7 years,2,female : divorced/separated/married,,4,car or other,42,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A13,15,existing credits paid back duly till now,radio/television,2327,< 100 DM,< 1 year,2,female : divorced/separated/married,,3,real estate,25,,Own,1,unskilled - resident,1,,Yes,2
A11,12,no credits taken/ all credits paid back duly,Car Used,1082,< 100 DM,1 <= ... < 4 years,4,male : single,,4,car or other,48,Bank,Own,2,skilled employee,1,,Yes,2
A14,12,existing credits paid back duly till now,radio/television,886,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,2,car or other,21,,Own,1,skilled employee,1,,Yes,1
A14,4,existing credits paid back duly till now,furniture/equipment,601,< 100 DM,< 1 year,1,female : divorced/separated/married,,3,real estate,23,,Rent,1,unskilled - resident,2,,Yes,1
A11,24,critical account,Car New,2957,< 100 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,63,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,24,critical account,radio/television,2611,< 100 DM, >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,,Own,2,skilled employee,1,,Yes,1
A11,36,existing credits paid back duly till now,furniture/equipment,5179,< 100 DM,4 <= ... < 7 years,4,male : single,,2,building society savings agreement/ life insurance,29,,Own,1,skilled employee,1,,Yes,2
A14,21,delay in paying off in the past,Car New,2993,< 100 DM,1 <= ... < 4 years,3,male : single,,2,real estate,28,Stores,Own,2,unskilled - resident,1,,Yes,1
A14,18,existing credits paid back duly till now,repairs,1943,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,real estate,23,,Own,1,skilled employee,1,,Yes,2
A14,24,all credits at this bank paid back duly,business,1559,< 100 DM,4 <= ... < 7 years,4,male : single,,4,car or other,50,Bank,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,18,existing credits paid back duly till now,furniture/equipment,3422,< 100 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,47,Bank,Own,3,skilled employee,2,registered under the customers name,Yes,1
A12,21,existing credits paid back duly till now,furniture/equipment,3976,Unknown,4 <= ... < 7 years,2,male : single,,3,car or other,35,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,18,existing credits paid back duly till now,Car Used,6761,Unknown,1 <= ... < 4 years,2,male : single,,4,car or other,68,,Rent,2,skilled employee,1,,Yes,2
A14,24,existing credits paid back duly till now,Car Used,1249,< 100 DM,< 1 year,4,male : married/widowed,,2,real estate,28,,Own,1,skilled employee,1,,Yes,1
A11,9,existing credits paid back duly till now,radio/television,1364,< 100 DM,4 <= ... < 7 years,3,male : single,,4,real estate,59,,Own,1,skilled employee,1,,Yes,1
A11,12,existing credits paid back duly till now,radio/television,709,< 100 DM, >= 7 years,4,male : single,,4,real estate,57,Stores,Own,1,unskilled - resident,1,,Yes,2
A11,20,critical account,Car Used,2235,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/ life insurance,33,Bank,Rent,2,skilled employee,1,,No,2
A14,24,critical account,Car New,4042,Unknown,4 <= ... < 7 years,3,male : single,,4,building society savings agreement/ life insurance,43,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,15,critical account,radio/television,1471,< 100 DM,1 <= ... < 4 years,4,male : single,,4,no property,35,,For Free,2,skilled employee,1,registered under the customers name,Yes,1
A11,18,all credits at this bank paid back duly,Car Used,1442,< 100 DM,4 <= ... < 7 years,4,male : single,,4,no property,32,,For Free,2,unskilled - resident,2,,Yes,2
A14,36,delay in paying off in the past,Car Used,10875,< 100 DM, >= 7 years,2,male : single,,2,car or other,45,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,Car Used,1474,100 <= ... < 500 DM,< 1 year,4,male : married/widowed,,3,real estate,33,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,10,existing credits paid back duly till now,retraining,894,Unknown,4 <= ... < 7 years,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,40,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,15,critical account,furniture/equipment,3343,< 100 DM,1 <= ... < 4 years,4,male : single,,2,no property,28,,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A11,15,existing credits paid back duly till now,Car Used,3959,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,2,building society savings agreement/ life insurance,29,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,9,existing credits paid back duly till now,Car Used,3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,,Rent,1,skilled employee,2,,No,1
A14,24,critical account,Car New,5804,. >= 1000 DM,1 <= ... < 4 years,4,male : single,,2,real estate,27,,Own,2,skilled employee,1,,Yes,1
A14,18,delay in paying off in the past,business,2169,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,2,car or other,28,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A11,24,existing credits paid back duly till now,radio/television,2439,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,real estate,35,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,27,critical account,furniture/equipment,4526,. >= 1000 DM,< 1 year,4,male : single,,2,real estate,32,Stores,Own,2,unskilled - resident,2,registered under the customers name,Yes,1
A14,10,existing credits paid back duly till now,furniture/equipment,2210,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,25,Bank,Rent,1,unskilled - resident,1,,Yes,2
A14,15,existing credits paid back duly till now,furniture/equipment,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,car or other,20,,Rent,1,skilled employee,1,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,2389,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,car or other,27,Stores,Own,1,skilled employee,1,,Yes,1
A14,12,critical account,furniture/equipment,3331,< 100 DM, >= 7 years,2,male : single,,4,building society savings agreement/ life insurance,42,Stores,Own,1,skilled employee,1,,Yes,1
A14,36,existing credits paid back duly till now,business,7409,Unknown, >= 7 years,3,male : single,,2,building society savings agreement/ life insurance,37,,Own,2,skilled employee,1,,Yes,1
A11,12,existing credits paid back duly till now,furniture/equipment,652,< 100 DM, >= 7 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,24,,Rent,1,skilled employee,1,,Yes,1
A14,36,delay in paying off in the past,furniture/equipment,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,,4,car or other,40,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A13,6,critical account,Car Used,1343,< 100 DM, >= 7 years,1,male : single,,4,real estate,46,,Own,2,skilled employee,2,,No,1
A11,24,critical account,business,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,,1,real estate,26,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,15,existing credits paid back duly till now,domestic appliances,874,Unknown,< 1 year,4,female : divorced/separated/married,,1,real estate,24,,Own,1,skilled employee,1,,Yes,1
A11,12,existing credits paid back duly till now,furniture/equipment,3590,< 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/ life insurance,29,,Own,1,unskilled - resident,2,,Yes,1
A12,11,critical account,Car Used,1322,. >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,40,,Own,2,skilled employee,1,,Yes,1
A11,18,all credits at this bank paid back duly,radio/television,1940,< 100 DM,< 1 year,3,male : single,co-applicant,4,no property,36,Bank,For Free,1,management,1,registered under the customers name,Yes,1
A14,36,existing credits paid back duly till now,radio/television,3595,< 100 DM, >= 7 years,4,male : single,,2,car or other,28,,Own,1,skilled employee,1,,Yes,1
A11,9,existing credits paid back duly till now,Car Used,1422,< 100 DM,< 1 year,3,male : single,,2,no property,27,,For Free,1,management,1,registered under the customers name,Yes,2
A14,30,critical account,radio/television,6742,Unknown,4 <= ... < 7 years,2,male : single,,3,building society savings agreement/ life insurance,36,,Own,2,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,Car New,7814,< 100 DM,4 <= ... < 7 years,3,male : single,,3,car or other,38,,Own,1,management,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,Car New,9277,Unknown,1 <= ... < 4 years,2,male : divorced/separated,,4,no property,48,,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A12,30,critical account,Car Used,2181,Unknown, >= 7 years,4,male : single,,4,real estate,36,,Own,2,skilled employee,1,,Yes,1
A14,18,critical account,radio/television,1098,< 100 DM,unemployed,4,female : divorced/separated/married,,4,car or other,65,,Own,2,unemployed,1,,Yes,1
A12,24,existing credits paid back duly till now,furniture/equipment,4057,< 100 DM,4 <= ... < 7 years,3,male : divorced/separated,,3,car or other,43,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A11,12,existing credits paid back duly till now,education,795,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,53,,Own,1,skilled employee,1,,Yes,2
A12,24,critical account,business,2825,Unknown,4 <= ... < 7 years,4,male : single,,3,no property,34,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A12,48,existing credits paid back duly till now,business,15672,< 100 DM,1 <= ... < 4 years,2,male : single,,2,car or other,23,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,36,critical account,Car Used,6614,< 100 DM, >= 7 years,4,male : single,,4,car or other,34,,Own,2,management,1,registered under the customers name,Yes,1
A14,28,all credits at this bank paid back duly,Car New,7824,Unknown,< 1 year,3,male : single,guarantor,4,real estate,40,Bank,Rent,2,skilled employee,2,registered under the customers name,Yes,1
A11,27,critical account,business,2442,< 100 DM, >= 7 years,4,male : single,,4,car or other,43,Stores,Own,4,management,2,registered under the customers name,Yes,1
A14,15,critical account,radio/television,1829,< 100 DM, >= 7 years,4,male : single,,4,car or other,46,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,12,critical account,Car Used,2171,< 100 DM,1 <= ... < 4 years,4,male : single,,4,building society savings agreement/ life insurance,38,Bank,Own,2,unskilled - resident,1,,No,1
A12,36,critical account,Car New,5800,< 100 DM,1 <= ... < 4 years,3,male : single,,4,car or other,34,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,18,critical account,radio/television,1169,Unknown,1 <= ... < 4 years,4,male : single,,3,building society savings agreement/ life insurance,29,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,36,delay in paying off in the past,Car New,8947,Unknown,4 <= ... < 7 years,3,male : single,,2,car or other,31,Stores,Own,1,management,2,registered under the customers name,Yes,1
A11,21,existing credits paid back duly till now,radio/television,2606,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,28,,Rent,1,management,1,registered under the customers name,Yes,1
A14,12,critical account,furniture/equipment,1592,. >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,,2,building society savings agreement/ life insurance,35,,Own,1,skilled employee,1,,No,1
A14,15,existing credits paid back duly till now,furniture/equipment,2186,Unknown,4 <= ... < 7 years,1,female : divorced/separated/married,,4,real estate,33,Bank,Rent,1,unskilled - resident,1,,Yes,1
A11,18,existing credits paid back duly till now,furniture/equipment,4153,< 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,,Own,1,skilled employee,1,,Yes,2
A11,16,critical account,Car Used,2625,< 100 DM, >= 7 years,2,male : single,guarantor,4,building society savings agreement/ life insurance,43,Bank,Rent,1,skilled employee,1,registered under the customers name,Yes,2
A14,20,critical account,Car Used,3485,Unknown,< 1 year,2,male : divorced/separated,,4,real estate,44,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,36,critical account,Car New,10477,Unknown, >= 7 years,2,male : single,,4,no property,42,,For Free,2,skilled employee,1,,Yes,1
A14,15,existing credits paid back duly till now,radio/television,1386,Unknown,1 <= ... < 4 years,4,male : married/widowed,,2,real estate,40,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,radio/television,1278,< 100 DM, >= 7 years,4,male : single,,1,real estate,36,,Own,1,management,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,radio/television,1107,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,20,,Rent,1,management,2,registered under the customers name,Yes,1
A11,21,existing credits paid back duly till now,Car Used,3763,Unknown,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,,Own,1,unskilled - resident,1,,No,1
A12,36,existing credits paid back duly till now,education,3711,Unknown,1 <= ... < 4 years,2,male : married/widowed,,2,car or other,27,,Own,1,skilled employee,1,,Yes,1
A14,15,delay in paying off in the past,Car New,3594,< 100 DM,< 1 year,1,female : divorced/separated/married,,2,building society savings agreement/ life insurance,46,,Own,2,unskilled - resident,1,,Yes,1
A12,9,existing credits paid back duly till now,Car Used,3195,Unknown,1 <= ... < 4 years,1,female : divorced/separated/married,,2,real estate,33,,Own,1,unskilled - resident,1,,Yes,1
A14,36,delay in paying off in the past,radio/television,4454,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,real estate,34,,Own,2,skilled employee,1,,Yes,1
A12,24,critical account,furniture/equipment,4736,< 100 DM,< 1 year,2,female : divorced/separated/married,,4,car or other,25,Bank,Own,1,unskilled - resident,1,,Yes,2
A12,30,existing credits paid back duly till now,radio/television,2991,Unknown, >= 7 years,2,female : divorced/separated/married,,4,car or other,25,,Own,1,skilled employee,1,,Yes,1
A14,11,existing credits paid back duly till now,business,2142,. >= 1000 DM, >= 7 years,1,male : divorced/separated,,2,real estate,28,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,24,all credits at this bank paid back duly,business,3161,< 100 DM,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,31,,Rent,1,skilled employee,1,registered under the customers name,Yes,2
A12,48,no credits taken/ all credits paid back duly,Car New0,18424,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,2,building society savings agreement/ life insurance,32,Bank,Own,1,management,1,registered under the customers name,No,2
A14,10,existing credits paid back duly till now,Car New,2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,,Own,1,skilled employee,2,,Yes,1
A11,6,existing credits paid back duly till now,Car Used,14896,< 100 DM, >= 7 years,1,male : single,,4,no property,68,Bank,Own,1,management,1,registered under the customers name,Yes,2
